date,CSI
2021-07-31,0.35757794839117685
2021-08-31,0.3716567610222833
2021-09-30,0.4035034785459737
2021-10-31,0.44738488356924716
2021-11-30,0.5379921407102375
2021-12-31,0.45265439856641043
2022-01-31,0.5270554246624599
2022-02-28,0.41900191007521226
2022-03-31,0.4208481164788469
2022-04-30,0.36891756341312254
2022-05-31,0.3723080895773958
2022-06-30,0.30477596887639463
2022-07-31,0.24812752849651099
2022-08-31,0.24803773354903105
2022-09-30,0.23331872706531867
2022-10-31,0.2099761950164578
2022-11-30,0.22507584969530658
2022-12-31,0.1987634987942739
2023-01-31,0.1981283977227402
2023-02-28,0.20143658152093405
2023-03-31,0.20934892292808516
2023-04-30,0.19101977649647192
2023-05-31,0.19114524944926936
2023-06-30,0.17951028806433583
2023-07-31,0.17951028806433583
2023-08-31,0.16296597774058585
2023-09-30,0.15928168049227476
2023-10-31,0.1644220492948827
2023-11-30,0.18429905186303383
2023-12-31,0.22934563013541853
2024-01-31,0.22982865680105488
2024-02-29,0.22167996804515547
2024-03-31,0.3159288756689614
2024-04-30,0.23279464088993215
2024-05-31,0.23403296827961576
2024-06-30,0.24169634218252528
2024-07-31,0.21026996161067246
2024-08-31,0.21093927508769725
2024-09-30,0.20347104439366012
2024-10-31,0.2407939484494585
2024-11-30,0.34414122876068565
2024-12-31,0.39033972139181583
2025-01-31,0.32575641170749037
2025-02-28,0.31403933336802115
2025-03-31,0.25824289216695895
2025-04-30,0.23908153697144813
2025-05-31,0.2386561197522242
2025-06-30,0.2690271454715828
